Date,Close
2010-01-04,85.76846313476562
2010-01-05,85.99546813964844
2010-01-06,86.0560531616211
2010-01-07,86.4192886352539
2010-01-08,86.70685577392578
2010-01-11,86.82797241210938
2010-01-12,86.0181884765625
2010-01-13,86.74472045898438
2010-01-14,86.9793472290039
2010-01-15,86.00305938720703
2010-01-19,87.07770538330078
2010-01-20,86.19224548339844
2010-01-21,84.53485870361328
2010-01-22,82.6504135131836
2010-01-25,83.07426452636719
2010-01-26,82.72610473632812
2010-01-27,83.11962890625
2010-01-28,82.16606140136719
2010-01-29,81.27301788330078
2010-02-01,82.53689575195312
2010-02-02,83.535888671875
2010-02-03,83.11962890625
2010-02-04,80.55406951904297
2010-02-05,80.7205810546875
2010-02-08,80.13783264160156
2010-02-09,81.14439392089844
2010-02-10,80.98545837402344
2010-02-11,81.83306884765625
2010-02-12,81.76493072509766
2010-02-16,83.051513671875
2010-02-17,83.44507598876953
2010-02-18,83.93698120117188
2010-02-19,84.1110610961914
2010-02-22,84.12621307373047
2010-02-23,83.10450744628906
2010-02-24,83.8688735961914
2010-02-25,83.75533294677734
2010-02-26,83.80833435058594
2010-03-01,84.67864990234375
2010-03-02,84.9132308959961
2010-03-03,84.98894500732422
2010-03-04,85.2462387084961
2010-03-05,86.4646987915039
2010-03-08,86.47981262207031
2010-03-09,86.62364959716797
2010-03-10,87.00958251953125
2010-03-11,87.37287139892578
2010-03-12,87.38040924072266
2010-03-15,87.40313720703125
2010-03-16,88.09940338134766
2010-03-17,88.62161254882812
2010-03-18,88.57621002197266
2010-03-19,88.1278076171875
2010-03-22,88.5989990234375
2010-03-23,89.22211456298828
2010-03-24,88.7889633178711
2010-03-25,88.64456176757812
2010-03-26,88.59139251708984
2010-03-29,89.15372467041016
2010-03-30,89.21449279785156
2010-03-31,88.91056823730469
2010-04-01,89.51850891113281
2010-04-05,90.24800872802734
2010-04-06,90.46078491210938
2010-04-07,89.94403839111328
2010-04-08,90.2555923461914
2010-04-09,90.84833526611328
2010-04-12,90.99272155761719
2010-04-13,91.06112670898438
2010-04-14,92.09461212158203
2010-04-15,92.17059326171875
2010-04-16,90.70394897460938
2010-04-19,91.04592895507812
2010-04-20,91.85903930664062
2010-04-21,91.69184112548828
2010-04-22,91.96538543701172
2010-04-23,92.56575775146484
2010-04-26,92.21617889404297
2010-04-27,90.03524780273438
2010-04-28,90.71915435791016
2010-04-29,91.8438491821289
2010-04-30,90.28597259521484
2010-05-03,91.45625305175781
2010-05-04,89.30567932128906
2010-05-05,88.77377319335938
2010-05-06,85.8252944946289
2010-05-07,84.5486068725586
2010-05-10,88.2722396850586
2010-05-11,88.02143859863281
2010-05-12,89.25251007080078
2010-05-13,88.14302825927734
2010-05-14,86.54721069335938
2010-05-17,86.59278106689453
2010-05-18,85.41490173339844
2010-05-19,84.92858123779297
2010-05-20,81.72174835205078
2010-05-21,82.91478729248047
2010-05-24,81.85089111328125
2010-05-25,81.93447875976562
2010-05-26,81.4405517578125
2010-05-27,84.16865539550781
2010-05-28,83.11235809326172
2010-06-01,81.71409606933594
2010-06-02,83.84187316894531
2010-06-03,84.13063049316406
2010-06-04,81.17459106445312
2010-06-07,80.16385650634766
2010-06-08,81.02261352539062
2010-06-09,80.58942413330078
2010-06-10,82.94517517089844
2010-06-11,83.34795379638672
2010-06-14,83.21874237060547
2010-06-15,85.11095428466797
2010-06-16,85.08055114746094
2010-06-17,85.21732330322266
2010-06-18,85.3097152709961
2010-06-21,85.06538391113281
2010-06-22,83.66048431396484
2010-06-23,83.40087890625
2010-06-24,82.01886749267578
2010-06-25,82.36248779296875
2010-06-28,82.10285949707031
2010-06-29,79.56793212890625
2010-06-30,78.8120346069336
2010-07-01,78.46080017089844
2010-07-02,78.03326416015625
2010-07-06,78.54483795166016
2010-07-07,81.01866912841797
2010-07-08,81.82038879394531
2010-07-09,82.43120574951172
2010-07-12,82.48464965820312
2010-07-13,83.72921752929688
2010-07-14,83.72157287597656
2010-07-15,83.74449157714844
2010-07-16,81.43860626220703
2010-07-19,81.91963195800781
2010-07-20,82.82825469970703
2010-07-21,81.75167083740234
2010-07-22,83.57653045654297
2010-07-23,84.30188751220703
2010-07-26,85.17991638183594
2010-07-27,85.17228698730469
2010-07-28,84.6225357055664
2010-07-29,84.21023559570312
2010-07-30,84.19496154785156
2010-08-02,86.09617614746094
2010-08-03,85.68386840820312
2010-08-04,86.25650787353516
2010-08-05,86.16487884521484
2010-08-06,85.81367492675781
2010-08-09,86.27180480957031
2010-08-10,85.80603790283203
2010-08-11,83.45437622070312
2010-08-12,82.94276428222656
2010-08-13,82.69844055175781
2010-08-16,82.66022491455078
2010-08-17,83.6757583618164
2010-08-18,83.8284683227539
2010-08-19,82.3701171875
2010-08-20,82.10285949707031
2010-08-23,81.78982543945312
2010-08-24,80.57582092285156
2010-08-25,80.88883972167969
2010-08-26,80.34674072265625
2010-08-27,81.59131622314453
2010-08-30,80.40779876708984
2010-08-31,80.40779876708984
2010-09-01,82.81297302246094
2010-09-02,83.58417510986328
2010-09-03,84.66837310791016
2010-09-07,83.71392059326172
2010-09-08,84.30188751220703
2010-09-09,84.69125366210938
2010-09-10,85.11885833740234
2010-09-13,86.0656509399414
2010-09-14,86.0121841430664
2010-09-15,86.34051513671875
2010-09-16,86.31759643554688
2010-09-17,86.34982299804688
2010-09-20,87.67015075683594
2010-09-21,87.49356842041016
2010-09-22,87.063720703125
2010-09-23,86.35752868652344
2010-09-24,88.13841247558594
2010-09-27,87.7161865234375
2010-09-28,88.02323913574219
2010-09-29,87.86972045898438
2010-09-30,87.6087417602539
2010-10-01,87.97715759277344
2010-10-04,87.3170166015625
2010-10-05,89.07486724853516
2010-10-06,89.06721496582031
2010-10-07,88.95978546142578
2010-10-08,89.45870971679688
2010-10-11,89.54312133789062
2010-10-12,89.81949615478516
2010-10-13,90.5180435180664
2010-10-14,90.16492462158203
2010-10-15,90.34912872314453
2010-10-18,90.79434204101562
2010-10-19,89.60453796386719
2010-10-20,90.4796142578125
2010-10-21,90.67921447753906
2010-10-22,90.84807586669922
2010-10-25,91.11676025390625
2010-10-26,91.13213348388672
2010-10-27,90.87112426757812
2010-10-28,90.8864974975586
2010-10-29,90.95555877685547
2010-11-01,90.98626708984375
2010-11-02,91.70782470703125
2010-11-03,92.07630157470703
2010-11-04,93.84952545166016
2010-11-05,94.20259857177734
2010-11-08,94.02606201171875
2010-11-09,93.35055541992188
2010-11-10,93.72667694091797
2010-11-11,93.37357330322266
2010-11-12,92.2681884765625
2010-11-15,92.1376953125
2010-11-16,90.70226287841797
2010-11-17,90.74833679199219
2010-11-18,92.08397674560547
2010-11-19,92.33731079101562
2010-11-22,92.26052856445312
2010-11-23,90.92485046386719
2010-11-24,92.2681884765625
2010-11-26,91.19351959228516
2010-11-29,91.46988677978516
2010-11-30,90.95555877685547
2010-12-01,92.88998413085938
2010-12-02,94.07978057861328
2010-12-03,94.33306884765625
2010-12-06,94.23332977294922
2010-12-07,94.28707122802734
2010-12-08,94.6324691772461
2010-12-09,95.00096130371094
2010-12-10,95.55362701416016
2010-12-13,95.61502075195312
2010-12-14,95.69950103759766
2010-12-15,95.26191711425781
2010-12-16,95.81463623046875
2010-12-17,95.91726684570312
2010-12-20,96.14876556396484
2010-12-21,96.7583236694336
