Date,Open,High,Low,Close,Volume,Sector_Close,Order_Flow
2015-05-22,32.09389806096118,32.25263674853307,31.95680730961055,32.158836364746094,8923900,32.158836364746094,0
2015-05-26,32.108333718047284,32.14440994701779,31.74756592346248,31.956811904907227,10563900,31.956811904907227,0
2015-05-27,31.985674451806545,32.144410412061255,31.920736137744207,32.08668899536133,7637800,32.08668899536133,0
2015-05-28,32.07225287717935,32.23820570853204,31.95680730961055,32.158836364746094,9986900,32.158836364746094,0
2015-05-29,32.09389110668066,32.25262975985619,31.985662458783665,32.10832214355469,9160500,32.10832214355469,0
2015-06-01,32.19491696035622,32.34644152472321,32.05060929318946,32.15162658691406,8839100,32.15162658691406,0
2015-06-02,31.978461838273322,32.00732392670958,31.502248388835977,31.72592544555664,12151300,31.72592544555664,0
2015-06-03,31.603248881226207,31.73312546894892,31.083745282774373,31.256912231445312,23362500,31.256912231445312,0
2015-06-04,31.29299047632362,31.43008396804222,31.155899737044223,31.213621139526367,13300900,31.213621139526367,0
2015-06-05,30.809558831416634,30.953866446452075,30.70132743203035,30.823989868164062,15918800,30.823989868164062,0
2015-06-08,30.85286086090253,30.85286086090253,30.621969690474888,30.643617630004883,7917700,30.643617630004883,0
2015-06-09,30.593102936108906,30.759055752563388,30.571455001831055,30.571455001831055,10268400,30.571455001831055,0
2015-06-10,30.845655523176124,30.95388699440914,30.71577885867276,30.72299575805664,11091000,30.72299575805664,0
2015-06-11,30.975522484891812,31.033243899678926,30.838431716387596,30.968305587768555,8976900,30.968305587768555,0
2015-06-12,30.838420390337465,30.939434893445085,30.68689588323726,30.69411277770996,8629300,30.69411277770996,0
2015-06-15,30.607538648268175,30.787922547192263,30.513741002584354,30.643617630004883,10076100,30.643617630004883,0
2015-06-16,30.585881454717864,30.78791046142578,30.456004878280265,30.78791046142578,8036800,30.78791046142578,0
2015-06-17,30.80235387154431,31.098183358391978,30.708556225001313,31.04767608642578,18291900,31.04767608642578,0
2015-06-18,31.083753964992628,31.538319396550918,31.083753964992628,31.45895004272461,20717000,31.45895004272461,0
2015-06-19,31.519377921958988,31.541219983447984,31.140766450459434,31.15532875061035,13375500,31.15532875061035,0
2015-06-22,31.206305968529538,31.27911471643831,31.038843626358805,31.111652374267578,10273800,31.111652374267578,0
2015-06-23,30.995155916568233,31.060684898996573,30.645668936108958,30.689355850219727,16276900,30.689355850219727,0
2015-06-24,30.725744252715508,30.791273201083428,30.43450386497493,30.449066162109375,12229900,30.449066162109375,0
2015-06-25,30.47092131382753,30.543732830790216,30.23793001449768,30.24521255493164,11687300,30.24521255493164,0
2015-06-26,30.179673500209258,30.478193676380073,30.07774018797646,30.427227020263672,8770700,30.427227020263672,0
2015-06-29,30.376261830237503,30.769432799615227,30.245203914620067,30.267045974731445,16171500,30.267045974731445,0
2015-06-30,30.412662125321372,30.44178671989414,30.121421734542132,30.18695068359375,11108700,30.18695068359375,0
2015-07-01,30.22336398392019,30.37626676194797,30.143275491350916,30.36898422241211,11251800,30.36898422241211,0
2015-07-02,30.572854670776856,30.84225031547045,30.507325700178402,30.747596740722656,9575400,30.747596740722656,0
2015-07-06,30.703907152407886,30.951460711102392,30.59469406260068,30.87137222290039,13998200,30.87137222290039,0
2015-07-07,30.973300673784287,31.759645350977728,30.973300673784287,31.6358699798584,26118300,31.6358699798584,0
2015-07-08,31.526662646287438,31.72324956305978,31.410167004215886,31.468416213989258,15496800,31.468416213989258,0
2015-07-09,31.563074368066985,31.635885897249278,31.01700039784108,31.11893653869629,15576000,31.11893653869629,0
2015-07-10,31.133483727923224,31.512095197188536,31.03155040494309,31.286386489868164,12405100,31.286386489868164,0
2015-07-13,31.373757820243377,31.50481574463783,31.11164197145447,31.300949096679688,8584700,31.300949096679688,0
2015-07-14,31.264527682847397,31.47567677324155,31.162594405408427,31.257247924804688,6821200,31.257247924804688,0
2015-07-15,31.22086141726762,31.41744832642016,31.089803477832593,31.410165786743164,9900800,31.410165786743164,0
2015-07-16,31.410167554771665,31.927116801933032,31.366483424151134,31.876150131225586,12592700,31.876150131225586,0
2015-07-17,31.87614903611957,31.919835942714478,31.548506957820788,31.563066482543945,10492300,31.563066482543945,0
2015-07-20,31.432003444514717,31.57762366541481,31.242699101576882,31.402881622314453,9812500,31.402881622314453,0
2015-07-21,31.344645335471792,31.417456864654085,30.987878563644006,31.11893653869629,10284800,31.11893653869629,0
2015-07-22,31.16987694092464,31.417430376479352,31.089785715087306,31.257247924804688,8252200,31.257247924804688,0
2015-07-23,31.228152198515158,31.249994270303077,30.63839404043283,30.79129409790039,13947300,30.79129409790039,0
2015-07-24,30.80583793974852,30.929613308989925,30.711184389609897,30.82040023803711,8589100,30.82040023803711,0
2015-07-27,30.820402483274126,31.351913910892907,30.733028687177498,31.213573455810547,11952800,31.213573455810547,0
2015-07-28,31.213577382239457,31.388322218939674,31.097081750264298,31.35919761657715,8742600,31.35919761657715,0
2015-07-29,31.35920472005425,31.5048249873778,31.126213403326812,31.47570037841797,13500800,31.47570037841797,0
