,1m,1w
DLO,35.22989196842878,22.679876497686323
DLTR,9.312614105915742,-2.79775040872981
DNLI,8.163265153353677,-6.8918948960704425
DOCU,22.540440748777243,5.19007230470756
DRS,14.289630321717302,2.032316388972461
DVAX,-6.207568547766825,-1.8274141949720744
DXCM,24.66093588649348,0.5055852907072811
DYN,44.79803932966851,-5.812105664984702
EA,4.0725174444918455,1.52072683640344
EBAY,8.421361336795155,3.8750615006828504
EBC,5.838429308063618,-0.4469967784564604
EH,28.25354386792556,-1.0405768092398242
ENPH,-4.073085939014507,5.131420462326362
ENTG,13.981590353636065,-5.037020945044839
ENVX,34.41558341027751,10.695183313606426
EOSE,47.257391479301845,10.268564031622816
ERIC,3.671972924521056,0.8333410913985613
ETNB,28.300332818176088,-4.130697601620705
ETOR,,
ETSY,6.500563607461012,-1.197729970574969
EVGO,52.17391099485666,2.9411736581639847
EVRG,-2.1061904103524975,2.417753432206086
EWTX,9.888475409418772,-0.26990528121938523
EXAS,35.69022531116662,5.655424263617005
EXC,-5.874791203709849,1.1006639200146955
EXE,7.637409962923187,3.3191081561223856
EXEL,25.4490280427166,22.769070005059785
EXLS,2.628648521318286,-1.664885388902903
EXPD,10.899723725816,1.9383183705275073
EXPE,10.26133668007098,-0.35276313177316887
EXPI,-9.502264005526996,2.3017880356437597
EXTR,42.530748244648464,3.575986407400415
EYE,64.69579423908803,2.452020676228285
FA,34.74386977524368,-0.9279480301627618
FANG,3.2485503603000994,-0.5658410388004209
FAST,2.3257851875615625,3.5932591373539435
FITB,16.076127726112123,1.0193621153720336
FIVE,57.7840220299749,2.9278179938562325
FIVN,25.672041310847582,0.0
FLEX,33.227645015942144,2.788648140563752
FLYW,27.92792241301078,0.6200150138240541
FOLD,-5.856516835074662,3.5426697075721276
FOX,16.33385422738129,6.424460539807837
FOXA,16.90640067536919,6.982075142989297
FROG,38.70656601086318,6.628741738675406
FRPT,12.994716863106119,10.085403795896744
FRSH,22.936502398036705,-1.1486937096324026
FSLR,39.44366466075634,14.243645761283236
FTAI,27.18436428975668,4.71092603424205
FTNT,8.800581843532566,2.499015483618298
FUTU,35.06591308237591,-2.853527265371828
FWONK,16.813622436299074,2.7627228320675505
FWRG,-11.944870517414317,2.9850746268656714
FYBR,1.550810160975785,0.32831445797429865
GBDC,6.440197027897302,1.690331309295539
GDRX,-11.705687396625482,-8.96551436863854
GDS,26.828134201658195,-6.522484288599863
GEHC,17.313092705088124,-1.3223631748246247
GEN,17.832304977313864,-0.8602890729333769
GFS,24.73186108485415,1.3326510806337246
GGAL,0.11299385627464736,0.5838478936789551
GH,-9.561936702323665,-2.376384258504252
GILD,-1.9514070189991188,-1.271431033234751
GLBE,1.8495755678742738,-20.34715216936079
GLNG,3.540515175201447,4.031617255699806
GLPI,-3.8570271198627633,2.387098086777554
GMAB,-0.7984119134284571,-0.25088381155816886
GNTX,7.0037118102304845,-1.2837018983137554
GO,-6.200524998974612,0.2820871720180932
GOGL,12.569840661796711,2.0253205356679924
GOGO,80.2008722768031,1.6181291949422236
GOOG,9.174486182468094,4.919157008806936
GOOGL,9.94310559352307,4.878199798070937
GRAB,23.8442819279303,2.004015752636365
GRAL,47.814814249674484,10.89190882502984
GRPN,36.914167000377354,-0.15361334147838557
GT,10.46154315655048,-1.8231522734438916
GTLB,20.023309666798212,-1.094889895866681
GTM,27.340817950126528,-1.0669311917996223
GTX,33.03768726166073,0.0
HALO,-11.515564470718711,-21.868430418846643
HAS,27.65431554914033,2.5167809446671043
HBAN,18.36137684618301,1.5693659460808238
HIMX,27.666159145843856,1.1015930446443307
HLMN,5.635652670069313,-4.389085079058806
HOLX,-1.3377353012381397,-3.43479069987077
HON,13.946482536190171,2.1331260091096147
HOOD,49.9757111798049,7.539609948369072
HSAI,61.46119281405083,-0.31012293928920803
HSIC,11.308511223860663,2.242091391635317
HST,13.909228355991127,-0.891715868466564
HTHT,8.990726015007649,-0.9749642277901948
HTZ,-19.174756888271727,-4.034585122474661
HUT,53.0831081602224,10.373702677293089
IAC,14.476071208451483,-3.9145930593648925
IART,-14.27669134411931,-0.7315316818698769
IAS,24.079757304512672,-0.7361898006223807
IBB,2.4262428982746758,-0.7292088221177798
IBKR,31.1120789209955,6.038322891718378
IBRX,14.979752278272896,20.338984763132647
ICLR,-5.519668415973056,-6.1260849116454965
IDYA,4.332551372503738,-2.888287060640692
IEF,-0.42547515191643287,0.23466796875
ILMN,17.443829116128175,2.513182615455973
IMVT,-4.5544527904763,-0.6185577416363255
INCY,8.761385275779483,4.042732885549927
INOD,11.168276405751696,2.5691095606365866
INSM,-6.235373274814355,0.5461295152502307
INTC,14.42155043964738,-2.344456495080967
INTR,16.98440246642988,0.2971765359558952
INTU,14.503403550836808,1.2048983317210578
IONS,18.169020507288927,0.08947985411996422
IQ,16.969695480949163,-3.0150784774517727
IRDM,7.067733583602291,-5.670862880859989
IREN,50.447220355060274,11.984015860200238
ISRG,16.750214812803097,0.38650997247476726
JANX,-18.22162260053266,-6.830386860226693
JAZZ,6.032306529746325,5.213363033809015
JBHT,14.931014892955696,-0.45050979252684603
JBLU,38.14714077012188,4.752066359967118
JD,-3.3698212629811772,-6.9348129068194835
KC,24.3316760919247,-7.046070092993582
KDP,-4.463281816244101,0.925101130464133
KHC,-5.838422833696027,-1.4564826037944922
KLAC,24.705640030242915,4.036978893281774
KTOS,6.406766159289261,3.772469106348992
LBRDK,29.493734767058648,8.412716027697732
LBTYA,-8.278458184073138,5.633808055830969
LBTYK,-9.230773214093839,6.137565454100865
LCID,19.327721748301318,8.396948023655492
LEGN,-15.304873985310858,-14.20630089478092
LFST,-12.835816136710784,-0.17093593517427258
LI,24.653973393972496,1.550389524556039
LILA,-0.9328393561453054,17.47787533598822
LILAK,1.3059644231449279,19.60352145294594
LIN,1.2496668931927954,0.7371980737970382
LINE,-14.809513149516004,0.16824780723094931
LION,4.4410406207557935,-2.571426119123186
LITE,49.90384028508113,8.671397323596185
LIVN,24.789205286453946,-1.83506085509101
LKQ,1.9891583060995957,2.062006092151429
LNT,3.615834434888669,4.973116703137659
LNTH,-19.818399024413385,2.1629794936027547
LNW,5.715357362618658,-1.8576553177094173
LQDA,37.60932065094805,19.873010544549853
LRCX,32.41844813013718,2.650456298086056
LSCC,27.561919354076714,-6.196430751255581
LULU,28.02294093405934,5.667320691177973
LUNR,65.90603990762288,30.105259543971012
LX,24.89270140333385,0.22961543055986375
LYFT,50.26882336071415,-2.5566452650538687
LZ,33.86166981637991,-1.3800436665395777
MAR,23.964432850875646,0.46698763463514065
MARA,28.04106856119922,1.6300895192267622
MAT,35.536078792148004,5.789475691945929
MBLY,34.117651678699254,-3.9133085389503317
MCHP,58.73961852830845,0.41010499303579945
MDB,20.11176684922091,-0.1670097193254024
MDLZ,-2.9708853372941513,-0.7747259942956283
MDXG,5.5389277231203575,-2.758618058829472
META,27.690040046865672,0.14231959559471694
MGNI,39.622639731065554,-3.657775757041848
MIDD,19.36805698666398,3.124582564594331
MKSI,42.278722418877216,-0.09916951833677685
MLCO,33.05784822707221,3.0400009155273438
MMYT,2.0716353595616104,1.6485096202962335
MNKD,-3.7444951040166705,-9.147610446044983
MNST,7.618559792098019,2.4445892846796142
MQ,31.93717408195271,8.387093730904082
MRNA,0.5866900945517048,-3.2684829869702114
MRVL,23.326880813585635,-1.1472894239795302
MRX,17.275312259790663,-4.51286265770017
MSFT,23.74353153970075,1.3007970737101782
MSTR,26.040344390663467,-1.2595717906628268
MTCH,0.792555267430386,2.99295912988366
MTSI,26.898959731398893,0.6932537883450032
MU,42.4418541468308,6.187018125288562
MVST,84.69945547412627,41.42259272312611
MXL,21.624265953071948,1.5522919739422512
NBIS,73.3395192967775,11.937611049852967
NBIX,19.372657251661433,0.48990810960354075
NCNO,2.7139857946730896,0.16287018077021317
NDAQ,13.46633579884612,1.424150496444466
NEO,-15.07853932248781,-4.700359123928574
NEOG,50.569483702650416,1.6923097463754508
NEXT,-2.4296681975659475,-1.5483856201171875
NFLX,22.455627619004844,7.345047684403153
NN,17.985612149560996,9.419150948381965
NNE,37.21046909634319,8.263805790231512
NTAP,21.692286692344876,2.1334943285687147
NTES,21.118198891114332,11.945330624119757
NTNX,34.30146877912049,7.703315922561595
NTRA,3.045647252207233,-2.988109319638806
NTRS,22.197052997418794,2.1296734193126006
NVAX,12.166666984558105,6.151417304405013
NVDA,33.412155627623896,10.081295850800306
NVEE,39.38052883954592,11.083117447416033
NWL,25.531922017033438,-1.830285013730688
NWSA,9.512757256037872,0.14143920511854666
NXPI,24.493376314846167,2.671109893205428
NXT,47.17122207473531,17.143986020261217
OCUL,-1.2311922475018398,-2.300407027947497
ODD,50.17878153570161,-10.102742074868658
ODFL,11.40162522230691,-2.7205136284804374
OKTA,29.990812473253687,2.5207416678494474
OLLI,6.172401831599938,4.345533130632965
OMCL,-7.661828102916952,1.8208303593233788
ON,29.676671363824774,0.6723425464857464
ONB,12.96579371309076,0.0
OPCH,3.778885281618652,4.300059339734106
OPK,-6.338022316147579,5.5555597604688
OS,43.79451005684986,2.1684148168245656
OTEX,10.309679095137666,0.7158155038223089
OXLC,13.474540498664297,2.9023833720093224
PAA,-0.5987506656357212,0.7005303275684933
PAGP,-0.7230795798957114,-0.05429005885133502
PANW,15.081395979446995,-0.26873605811934753
PARA,6.946985905233537,-2.092050242596395
PAYO,13.364778094161393,0.417830230161598
PAYX,8.418782256462482,2.8281318591117572
PCAR,10.063159682483258,1.3606472446053686
PCRX,4.90872620911397,3.068953579437307
PCT,55.09182498881542,14.268140603733311
PCVX,3.915173826670982,0.8230459880530783
PDD,25.53100389116212,1.0568855352825417
PENN,11.645746572691397,0.2504693875028298
PEP,-7.60291297170159,0.22782736060478945
PFF,4.054021044939753,0.7253521724625518
PFG,13.04408614045489,-0.1835910674261074
PGNY,4.011187880507814,1.3636328957297585
PGY,51.32275639534514,-6.8403919520575815
PINC,19.606833577269377,0.47805566821981704
PLTK,1.4198818275611693,-5.482040906318715
PODD,31.584277141153382,2.5515477404397546
PONY,311.3839336319313,-8.171397182788056
PPC,-9.959276235700269,5.03130629942333
PRCH,103.78071475817325,1.7941414319703326
PSEC,4.931337929336252,0.0
PSNY,15.841581003185132,7.339442317087295
PTCT,-2.9120090438673287,0.0
PTEN,0.6589779361090073,-3.322785323465722
PTON,17.62523765555707,-4.51806807123459
PWP,21.514171039157844,1.6908890211246048
PYPL,18.327869352747182,-0.17977770406177965
PZZA,29.460848363701757,-1.729595853029051
QCOM,11.59080631744667,0.24980600513414336
QDEL,32.93603092193291,-10.582574233686206
QFIN,27.660240339884183,-2.596260253834736
QQQ,17.4307594231525,2.689771290329578
QRVO,38.19191031337773,1.5557271731565165
QUBT,100.78003419539938,41.42856424232884
QXO,27.68061903110458,16.19377949584353
RARE,-0.22414687429423022,-1.3300070385339386
RDFN,22.630342370226558,12.745098446612108
RDNT,22.820411588832947,7.206734522750125
REGN,5.533069760923951,3.2468777309847123
RELY,14.350228633006223,-6.941604211837042
RGTI,42.427894424581325,2.597404205893575
RIOT,41.64086013155686,5.172411714146312
RIVN,36.29310258361873,7.991803612406183
RKLB,29.53394119201561,20.272810063695214
RMBS,23.25021209449235,4.139711399931137
RNA,13.84096232249531,3.4776694865902598
ROIV,6.305422338680112,-1.8198345171101673
ROKU,22.083482491087402,3.765635378383811
ROST,9.518006747394105,2.4520995556795033
RPD,5.1418434169881015,-11.293943469010685
RPRX,5.053652153672321,2.691126533347612
RUM,46.127010785371105,5.120484206109701
RUN,78.83211927806714,11.770072603677928
RVMD,7.5625754105806795,-5.587392771986861
RXRX,-17.090910131281074,-1.72413633637985
RYAAY,9.45709208836135,0.8064547140815094
SABR,45.32020144138714,3.1468585975201635
SAIL,9.074937025668468,-6.051441087021363
SATS,7.540227078843391,15.906833676555266
SBLK,18.92675608337368,1.2345607788386979
SBRA,0.20422608421109373,1.5477396019543848
SBUX,5.733000166294421,0.5864342047099304
SDGR,-8.427184762306583,-2.4410432384175524
SEDG,74.20885964924857,14.926934410899046
SEZL,109.34152959655914,8.421969551571532
SFM,5.326256075170619,7.446325736402508
SGRY,12.818102303101078,2.9234750579728197
SHC,22.137411735072178,-5.185183772334346
SHOO,31.557793000145402,-0.8708805133100581
SHY,-0.1117142040092442,0.07287489756745168
SIRI,13.268272950218693,3.6007246533672133
SLM,25.80282958509898,1.1407902664413045
SMCI,46.461444591098896,37.67900028530566
SMH,27.990442908288916,3.7951199898296166
SMMT,-3.0069067564626644,-5.50276871359303
SMTC,54.03962851186754,5.756140444732604
SNDK,29.242561340549685,-2.011150525438263
SNY,6.031588605386153,1.2142556114561347
SOFI,26.77596226437382,-0.8547000419168391
SONO,34.94424727558754,-3.1999969482421875
SOUN,43.094620648914386,1.6348714601229886
SOXX,27.96757789105491,2.530432428528057
SPRY,-8.60214867692751,2.3325840519677157
SRAD,0.08347436781261493,3.5405859249858556
SRPT,-32.2736573989169,0.1649749107867412
SRRK,-0.6504089851689533,-5.88416482219115
SSNC,4.284025369610322,-0.33805466780516935
SSRM,-0.9225127312000354,1.6083262176174777
STGW,-2.394100215718327,1.532574784649095
STLD,13.940314258299216,-1.2817695859126943
STNE,8.972262701953756,-0.4470970139760899
STX,42.24070025318556,5.728302248258036
SWKS,30.97534886456196,0.383349912085435
SWTX,21.59810874704492,-0.021678928371116787
SYM,35.5708000154756,6.423077216515175
TASK,28.08642231951107,-1.6587606233278918
TBLA,22.661874853400445,0.2941173583166078
TCOM,18.450324572673914,-0.8394313958217884
TEAM,8.897653901915074,-1.3229080285439945
TECH,2.1829585968131338,-8.812615705992869
TEM,61.903576337560615,4.466420957724525
TENB,4.643768979074069,-1.7323716376570784
TER,16.112285413240134,-0.39729618511891424
TGTX,-10.334026920693121,-1.8005173989544088
TIGR,34.74000409929021,-10.240968412219402
TLT,-1.0424408993626972,0.06957930133888623
TMC,22.972974932219852,15.923566346990894
TMDX,37.783323633753426,2.400402925580023
TMUS,-7.395819054665524,0.9737001775027855
TNDM,36.89204678637786,-1.577828687400942
TPG,19.305910939835005,-1.123809814453125
TRIP,30.546073738389403,0.0
TRMB,23.458698187871384,1.9138055806630003
TROW,13.87759477823722,0.9990743200023888
TSCO,5.641949441115668,0.5121404618967323
TSLA,44.99731452387419,9.925248325549456
TTD,51.83048170914838,-3.8916925792224686
TTEK,17.04169336712871,1.086016676734894
TTMI,57.47990048242115,1.6263018232075228
TTWO,6.565775692147822,0.21657701355317682
TVTX,12.600530503707505,-22.005577887649554
TW,8.029463382995363,2.557396707270891
TWST,-15.951084384733374,-6.1305020060444715
TXG,25.03328970897823,-1.0537347756292692
TXN,28.07071543876131,0.651431668440395
TXRH,19.16733516355859,1.5582182303966217
UAL,17.541473179630003,-0.8776423522018353
UNIT,-2.3157922845137744,1.5317219298652909
UPST,17.497565939636793,-9.21449648372206
UPWK,35.32182167068472,-0.9195393731027225
URBN,26.940181799468576,9.692635722049397
VCYT,-6.229925063370036,-5.071519682492183
VERA,-0.1878859267599658,-5.513560621332605
VERX,-2.7898120272691083,1.991443290359441
VIAV,-5.273828825513284,-1.4767868819475882
VIRT,7.774315521692099,-2.5393793730442162
VKTX,18.755220012341198,0.4593677442400429
VLY,11.030301180752842,-0.43478220306857157
VNET,28.087646469510013,-11.065009524541912
VNOM,1.3268507730484915,-0.6425173587087705
VOD,1.503752774848977,4.189637565895007
VRNA,21.02851285589275,5.597510510330017
VRNS,14.681852920987126,1.047119416750765
VRRM,11.309244053542884,-2.426985460918928
VRSN,14.78494212924659,1.2697229361012616
VRTX,-10.314866403079487,-0.16387127676096505
VSAT,28.621912493358543,6.122450114445552
VTRS,16.931219834609408,-1.3392844313413568
WAY,7.9286675697050875,-2.3821317683545393
WBA,3.6730909634501048,-0.9649093013866927
WBD,12.946981938160274,-0.7583932643105915
WDAY,23.540848119959403,2.4308738007680857
WDC,36.921402291555935,7.343787859252823
WEN,-3.312303361085155,-0.32520293685164203
WERN,-1.5901020060859923,-1.171043009695937
WFRD,4.455806131859136,-0.8183337093661196
WGS,-28.448730821027368,15.779656878972459
WMG,-4.910715192182072,0.764195761715792
WRD,6.1360892166428345,-14.44662464210359
WSC,28.38765405602763,0.9780806720351617
WULF,65.53192607522217,11.781611597227712
WYNN,29.742013172328434,1.9420921921084089
XEL,3.20832751763774,6.786660603372782
XENE,-13.728281432735512,-15.509059400957367
XP,34.45559030424738,4.860339987564939
XRAY,30.163685598179768,-0.29850290782416045
ZION,12.129352881892878,0.3859217116460005
ZLAB,7.246879825000102,5.204084035705827
ZM,18.366212442519412,2.358781445297323
ZS,25.06837962113524,4.149413802278872
