,1y,6m
MU,-19.682593227279046,-13.152545728213353
NBIX,-14.506214077801518,-7.054235142263576
NDAQ,36.32075814513732,4.313852939084526
NFLX,86.3637026709513,43.192791918583964
NTAP,-6.495093779093517,-18.86169495990881
NTNX,21.929563914297,17.211945873192306
NTRA,44.629117157543696,13.548578097271907
NTRS,27.61750047868874,3.3699672202970934
NVDA,44.61012961360132,-11.975275191882007
NWSA,13.595376338538232,-4.047626088781423
NXPI,-17.41968055538252,-8.325644873986871
ODFL,-6.880205105172295,-24.01089609506967
OKTA,27.3352549613385,61.628668471345684
ON,-35.0411566101623,-34.995031846029484
PAA,7.602441110115548,5.919858843744189
PANW,29.08864706498499,-1.8906474225550167
PAYX,26.970510310536095,3.215150143906001
PCAR,-8.234853194206886,-12.932347067356197
PDD,-12.343147278830708,1.3920714910742364
PEP,-25.11016878106307,-19.701107448242922
PFF,3.255902816475346,-5.5616183222518485
PFG,0.7857245175526852,-2.6998417822588423
PODD,89.54792225688075,17.335817707118704
PPC,41.73251946944868,-2.2198361560169464
PTC,-5.022218492296007,-11.341593584772452
PYPL,14.873670053965874,-12.914107872338294
QCOM,-15.21723204793412,-10.507309897856237
QQQ,17.346407713771477,0.593515803232024
REGN,-40.96346344979997,-30.603100724182973
RIVN,48.84885111358423,40.41548320398544
RKLB,431.14353320080124,61.58400854085573
ROKU,23.294770702835084,-3.2782419113380015
ROST,13.064158784670951,4.7189652410614285
RPRX,20.400479135233535,27.09479713035489
RYAAY,-1.701484468902232,10.380905965399485
SAIL,,
SBUX,17.05938878688092,-9.900730096568713
SFM,109.25656172731983,9.176719176246117
SHY,5.370505137153522,2.283969921829861
SMCI,-51.29618017180996,58.60521477818672
SMMT,429.24731409939767,14.946290451871475
SNPS,-7.364695870701207,-8.163114026673739
SNY,5.872285179941141,1.6637921973722554
SOFI,105.90777873244454,9.83858347772837
SSNC,28.21359608379346,7.172146480973529
STLD,1.7357898192736279,-8.098125343147924
STX,15.478553688369983,2.236742402111921
SWKS,-18.68128834903692,-17.060270022712963
SYM,-36.10911658769814,-21.35493324617022
TCOM,24.275421026173646,1.6522840303914514
TEAM,27.688458566042247,-3.4819170197801514
TEM,,-6.588034705317855
TER,-30.65515349134817,-23.271042381805273
TMUS,46.58184429108037,1.5647273358158749
TPG,28.518299904388012,-18.993566406482053
TRMB,25.44014252998651,-1.9270495477969218
TROW,-8.740716118376632,-15.345555516200282
TSCO,-2.870386543584025,-8.636361304426822
TSLA,98.29643550994716,4.000375460644704
TTD,-10.4515270723279,-37.55294405433705
TTWO,55.03153008788762,27.127606195257272
TW,28.51196079956746,7.3599606122478525
TXN,3.5664537014046607,-13.20113978319066
TXRH,15.581149403239833,-2.9809137132676655
UAL,56.67677648247873,-5.610791386412912
VNOM,20.924133349898998,-18.532945302374536
VOD,12.562441882839595,0.0537440984703943
VRSN,61.15751859628761,50.33232505842996
VRTX,2.1808035496769627,-16.39896114793437
VTRS,-17.774937715537874,-30.6942222996883
WBD,12.63804582645186,0.0
WDAY,9.612727542343853,5.254533413796766
WDC,-9.441024627825184,-6.852137172956541
WMG,-11.236645081603516,-15.84564662848342
WYNN,1.556489413803466,15.442868812562088
XEL,27.6000177001984,3.0910642370404284
ZM,34.22623635093097,2.11146727232284
ZS,40.30466547406583,25.172434142923084
